Latitude and Longitude,Class of Land,vh,vv
"(10.00849223929746, 105.67270472966868)",Non Rice,"[[0.06688762456178665, 0.07630430907011032, 0.08061924576759338], [0.06332384049892426, 0.08129522204399109, 0.09664414823055267]]","[[0.29318109154701233, 0.26332584023475647, 0.31390252709388733], [0.2914077937602997, 0.2604964077472687, 0.3553850054740906]]"
"(10.008038010467802, 105.67270472966868)",Non Rice,"[[0.04275376722216606, 0.06094108149409294, 0.04312394931912422], [0.03744637221097946, 0.04921336844563484, 0.04545560106635094]]","[[0.2751348912715912, 0.26075923442840576, 0.26490291953086853], [0.2668898403644562, 0.2539401948451996, 0.22783514857292175]]"
"(10.007583781638141, 105.67270472966868)",Non Rice,"[[0.08160261809825897, 0.08442411571741104, 0.05635809898376465], [0.11046332865953445, 0.07942262291908264, 0.04155803844332695]]","[[0.2782202959060669, 0.1751517355442047, 0.11393868178129196], [0.26308950781822205, 0.11021360009908676, 0.10596652328968048]]"
"(10.013034527594062, 105.6731589584983)",Non Rice,"[[0.08037351816892624, 0.09963008761405945], [0.06103703752160072, 0.06576386839151382]]","[[0.3002452850341797, 0.19844970107078552], [0.34236958622932434, 0.29676660895347595]]"
"(10.012580298764401, 105.6731589584983)",Non Rice,"[[0.08577681332826614, 0.090082548558712], [0.06509394198656082, 0.0705588161945343]]","[[0.4427439272403717, 0.321376770734787], [0.3530254065990448, 0.18022005259990692]]"
"(10.012126069934741, 105.6731589584983)",Non Rice,"[[0.03048415295779705, 0.0466068796813488], [0.024952029809355736, 0.0371934212744236]]","[[0.3780732750892639, 0.2942242920398712], [0.23102077841758728, 0.1637226939201355]]"
"(10.01167184110508, 105.6731589584983)",Non Rice,"[[0.10114729404449463, 0.08135971426963806], [0.06203246861696243, 0.054013606160879135]]","[[0.16875532269477844, 0.11434026807546616], [0.20987462997436523, 0.2446664720773697]]"
"(10.011217612275422, 105.6731589584983)",Non Rice,"[[0.0557989627122879, 0.06413534283638], [0.06465370208024979, 0.062037162482738495]]","[[0.2144564688205719, 0.22629758715629578], [0.15340131521224976, 0.1860351413488388]]"
"(10.010763383445761, 105.6731589584983)",Non Rice,"[[0.08793014287948608, 0.07556962966918945], [0.09359658509492874, 0.08221236616373062]]","[[0.2940499484539032, 0.18817496299743652], [0.3085809648036957, 0.20403896272182465]]"
"(10.0103091546161, 105.6731589584983)",Non Rice,"[[0.036589570343494415, 0.04233111813664436], [0.04133455455303192, 0.03529645875096321]]","[[0.11904049664735794, 0.17992141842842102], [0.17534561455249786, 0.2301858514547348]]"
"(10.009854925786442, 105.6731589584983)",Non Rice,"[[0.05230632796883583, 0.03827236220240593], [0.041385307908058167, 0.04378494992852211]]","[[0.2677420675754547, 0.21194690465927124], [0.17491088807582855, 0.13253319263458252]]"
"(10.009400696956781, 105.6731589584983)",Non Rice,"[[0.0251742135733366, 0.021437544375658035, 0.02788713574409485], [0.02393816038966179, 0.021951094269752502, 0.03426969423890114]]","[[0.22680950164794922, 0.23701949417591095, 0.26478609442710876], [0.3389092683792114, 0.41138866543769836, 0.3488355875015259]]"
"(10.008946468127121, 105.6731589584983)",Non Rice,"[[0.05992596223950386, 0.040874090045690536, 0.07616177201271057], [0.06864286214113235, 0.04148400202393532, 0.08884582668542862]]","[[0.23603910207748413, 0.36618560552597046, 0.4645819664001465], [0.15009504556655884, 0.1032012403011322, 0.22103890776634216]]"
"(10.00849223929746, 105.6731589584983)",Non Rice,"[[0.05750172585248947, 0.1020980104804039, 0.09779560565948486], [0.06942346692085266, 0.06780398637056351, 0.03931004926562309]]","[[0.143820121884346, 0.42386874556541443, 0.5018009543418884], [0.12029499560594559, 0.3578038513660431, 0.6941018104553223]]"
"(10.008038010467802, 105.6731589584983)",Non Rice,"[[0.040553897619247437, 0.04526856914162636, 0.04215326905250549], [0.04944400489330292, 0.05508842319250107, 0.025187378749251366]]","[[0.26190945506095886, 0.29177993535995483, 0.33915919065475464], [0.13223469257354736, 0.15935124456882477, 0.20261438190937042]]"
"(10.007583781638141, 105.6731589584983)",Non Rice,"[[0.0858355388045311, 0.10280409455299377, 0.10004764795303345], [0.0552850104868412, 0.0768430158495903, 0.07902001589536667]]","[[0.10410193353891373, 0.13692283630371094, 0.17023307085037231], [0.1481872946023941, 0.15034393966197968, 0.16967041790485382]]"
"(10.013942985253381, 105.67361318732796)",Non Rice,"[[0.048575643450021744, 0.03165537863969803], [0.07872500270605087, 0.06490416824817657]]","[[0.25437450408935547, 0.37005460262298584], [0.17737877368927002, 0.22111135721206665]]"
"(10.01348875642372, 105.67361318732796)",Non Rice,"[[0.06002429872751236, 0.05319619178771973], [0.06505387276411057, 0.06272093206644058]]","[[0.1745966225862503, 0.26854845881462097], [0.1675020158290863, 0.20476940274238586]]"
"(10.013034527594062, 105.67361318732796)",Non Rice,"[[0.058495327830314636, 0.05566905066370964], [0.0450388602912426, 0.06269148737192154]]","[[0.1431463211774826, 0.14824901521205902], [0.18644456565380096, 0.3096808195114136]]"
"(10.012580298764401, 105.67361318732796)",Non Rice,"[[0.07065190374851227, 0.09732823073863983], [0.06305679678916931, 0.08880157768726349]]","[[0.16109776496887207, 0.4859665334224701], [0.19068366289138794, 0.41510793566703796]]"
"(10.012126069934741, 105.67361318732796)",Non Rice,"[[0.031477175652980804, 0.02701711282134056], [0.08260785788297653, 0.06945614516735077]]","[[0.15560217201709747, 0.15034404397010803], [0.16586042940616608, 0.2300872504711151]]"
